"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"02/03/2017 11:00:00 - 02/03/2017 12:00:00","BZN|NL","Without sequence","37.4","",""
"02/03/2017 12:00:00 - 02/03/2017 13:00:00","BZN|NL","Without sequence","33.1","",""
"02/03/2017 13:00:00 - 02/03/2017 14:00:00","BZN|NL","Without sequence","32.75","",""
"02/03/2017 14:00:00 - 02/03/2017 15:00:00","BZN|NL","Without sequence","32.21","",""
"02/03/2017 15:00:00 - 02/03/2017 16:00:00","BZN|NL","Without sequence","34.9","",""
"02/03/2017 16:00:00 - 02/03/2017 17:00:00","BZN|NL","Without sequence","35.0","",""
"02/03/2017 17:00:00 - 02/03/2017 18:00:00","BZN|NL","Without sequence","40.0","",""
"02/03/2017 18:00:00 - 02/03/2017 19:00:00","BZN|NL","Without sequence","40.0","",""
"02/03/2017 19:00:00 - 02/03/2017 20:00:00","BZN|NL","Without sequence","45.0","",""
"02/03/2017 20:00:00 - 02/03/2017 21:00:00","BZN|NL","Without sequence","40.1","",""
"02/03/2017 21:00:00 - 02/03/2017 22:00:00","BZN|NL","Without sequence","32.6","",""
"02/03/2017 22:00:00 - 02/03/2017 23:00:00","BZN|NL","Without sequence","32.9","",""
"02/03/2017 23:00:00 - 03/03/2017 00:00:00","BZN|NL","Without sequence","32.4","",""
"03/03/2017 00:00:00 - 03/03/2017 01:00:00","BZN|NL","Without sequence","30.87","",""
"03/03/2017 01:00:00 - 03/03/2017 02:00:00","BZN|NL","Without sequence","31.6","",""
"03/03/2017 02:00:00 - 03/03/2017 03:00:00","BZN|NL","Without sequence","32.6","",""
"03/03/2017 03:00:00 - 03/03/2017 04:00:00","BZN|NL","Without sequence","30.55","",""
"03/03/2017 04:00:00 - 03/03/2017 05:00:00","BZN|NL","Without sequence","30.91","",""
"03/03/2017 05:00:00 - 03/03/2017 06:00:00","BZN|NL","Without sequence","32.36","",""
"03/03/2017 06:00:00 - 03/03/2017 07:00:00","BZN|NL","Without sequence","41.91","",""
"03/03/2017 07:00:00 - 03/03/2017 08:00:00","BZN|NL","Without sequence","48.0","",""
"03/03/2017 08:00:00 - 03/03/2017 09:00:00","BZN|NL","Without sequence","47.57","",""
"03/03/2017 09:00:00 - 03/03/2017 10:00:00","BZN|NL","Without sequence","46.5","",""
"03/03/2017 10:00:00 - 03/03/2017 11:00:00","BZN|NL","Without sequence","43.49","",""
"03/03/2017 11:00:00 - 03/03/2017 12:00:00","BZN|NL","Without sequence","43.47","",""
"03/03/2017 12:00:00 - 03/03/2017 13:00:00","BZN|NL","Without sequence","41.02","",""
"03/03/2017 13:00:00 - 03/03/2017 14:00:00","BZN|NL","Without sequence","39.83","",""
"03/03/2017 14:00:00 - 03/03/2017 15:00:00","BZN|NL","Without sequence","39.1","",""
"03/03/2017 15:00:00 - 03/03/2017 16:00:00","BZN|NL","Without sequence","38.25","",""
"03/03/2017 16:00:00 - 03/03/2017 17:00:00","BZN|NL","Without sequence","39.63","",""
"03/03/2017 17:00:00 - 03/03/2017 18:00:00","BZN|NL","Without sequence","41.44","",""
"03/03/2017 18:00:00 - 03/03/2017 19:00:00","BZN|NL","Without sequence","42.18","",""
"03/03/2017 19:00:00 - 03/03/2017 20:00:00","BZN|NL","Without sequence","44.95","",""
"03/03/2017 20:00:00 - 03/03/2017 21:00:00","BZN|NL","Without sequence","41.01","",""
"03/03/2017 21:00:00 - 03/03/2017 22:00:00","BZN|NL","Without sequence","35.29","",""
"03/03/2017 22:00:00 - 03/03/2017 23:00:00","BZN|NL","Without sequence","36.25","",""
"03/03/2017 23:00:00 - 04/03/2017 00:00:00","BZN|NL","Without sequence","34.56","",""
"04/03/2017 00:00:00 - 04/03/2017 01:00:00","BZN|NL","Without sequence","31.6","",""
"04/03/2017 01:00:00 - 04/03/2017 02:00:00","BZN|NL","Without sequence","30.25","",""
"04/03/2017 02:00:00 - 04/03/2017 03:00:00","BZN|NL","Without sequence","30.04","",""
"04/03/2017 03:00:00 - 04/03/2017 04:00:00","BZN|NL","Without sequence","28.44","",""
"04/03/2017 04:00:00 - 04/03/2017 05:00:00","BZN|NL","Without sequence","28.26","",""
"04/03/2017 05:00:00 - 04/03/2017 06:00:00","BZN|NL","Without sequence","29.22","",""
"04/03/2017 06:00:00 - 04/03/2017 07:00:00","BZN|NL","Without sequence","29.04","",""
"04/03/2017 07:00:00 - 04/03/2017 08:00:00","BZN|NL","Without sequence","30.0","",""
"04/03/2017 08:00:00 - 04/03/2017 09:00:00","BZN|NL","Without sequence","33.96","",""
"04/03/2017 09:00:00 - 04/03/2017 10:00:00","BZN|NL","Without sequence","39.34","",""
"04/03/2017 10:00:00 - 04/03/2017 11:00:00","BZN|NL","Without sequence","40.0","",""
"04/03/2017 11:00:00 - 04/03/2017 12:00:00","BZN|NL","Without sequence","40.1","",""
"04/03/2017 12:00:00 - 04/03/2017 13:00:00","BZN|NL","Without sequence","38.86","",""
"04/03/2017 13:00:00 - 04/03/2017 14:00:00","BZN|NL","Without sequence","35.45","",""
"04/03/2017 14:00:00 - 04/03/2017 15:00:00","BZN|NL","Without sequence","31.81","",""
"04/03/2017 15:00:00 - 04/03/2017 16:00:00","BZN|NL","Without sequence","33.67","",""
"04/03/2017 16:00:00 - 04/03/2017 17:00:00","BZN|NL","Without sequence","34.9","",""
"04/03/2017 17:00:00 - 04/03/2017 18:00:00","BZN|NL","Without sequence","40.44","",""
"04/03/2017 18:00:00 - 04/03/2017 19:00:00","BZN|NL","Without sequence","44.69","",""
"04/03/2017 19:00:00 - 04/03/2017 20:00:00","BZN|NL","Without sequence","47.25","",""
"04/03/2017 20:00:00 - 04/03/2017 21:00:00","BZN|NL","Without sequence","46.14","",""
"04/03/2017 21:00:00 - 04/03/2017 22:00:00","BZN|NL","Without sequence","39.0","",""
"04/03/2017 22:00:00 - 04/03/2017 23:00:00","BZN|NL","Without sequence","39.64","",""
"04/03/2017 23:00:00 - 05/03/2017 00:00:00","BZN|NL","Without sequence","39.55","",""
"05/03/2017 00:00:00 - 05/03/2017 01:00:00","BZN|NL","Without sequence","38.32","",""
"05/03/2017 01:00:00 - 05/03/2017 02:00:00","BZN|NL","Without sequence","30.5","",""
"05/03/2017 02:00:00 - 05/03/2017 03:00:00","BZN|NL","Without sequence","31.34","",""
"05/03/2017 03:00:00 - 05/03/2017 04:00:00","BZN|NL","Without sequence","30.08","",""
"05/03/2017 04:00:00 - 05/03/2017 05:00:00","BZN|NL","Without sequence","29.03","",""
"05/03/2017 05:00:00 - 05/03/2017 06:00:00","BZN|NL","Without sequence","28.0","",""
"05/03/2017 06:00:00 - 05/03/2017 07:00:00","BZN|NL","Without sequence","29.06","",""
"05/03/2017 07:00:00 - 05/03/2017 08:00:00","BZN|NL","Without sequence","28.2","",""
"05/03/2017 08:00:00 - 05/03/2017 09:00:00","BZN|NL","Without sequence","29.19","",""
"05/03/2017 09:00:00 - 05/03/2017 10:00:00","BZN|NL","Without sequence","30.0","",""
"05/03/2017 10:00:00 - 05/03/2017 11:00:00","BZN|NL","Without sequence","31.0","",""
"05/03/2017 11:00:00 - 05/03/2017 12:00:00","BZN|NL","Without sequence","31.6","",""
"05/03/2017 12:00:00 - 05/03/2017 13:00:00","BZN|NL","Without sequence","32.4","",""
"05/03/2017 13:00:00 - 05/03/2017 14:00:00","BZN|NL","Without sequence","31.6","",""
"05/03/2017 14:00:00 - 05/03/2017 15:00:00","BZN|NL","Without sequence","29.14","",""
"05/03/2017 15:00:00 - 05/03/2017 16:00:00","BZN|NL","Without sequence","28.03","",""
"05/03/2017 16:00:00 - 05/03/2017 17:00:00","BZN|NL","Without sequence","26.0","",""
"05/03/2017 17:00:00 - 05/03/2017 18:00:00","BZN|NL","Without sequence","29.44","",""
"05/03/2017 18:00:00 - 05/03/2017 19:00:00","BZN|NL","Without sequence","33.69","",""
"05/03/2017 19:00:00 - 05/03/2017 20:00:00","BZN|NL","Without sequence","37.95","",""
"05/03/2017 20:00:00 - 05/03/2017 21:00:00","BZN|NL","Without sequence","35.02","",""
"05/03/2017 21:00:00 - 05/03/2017 22:00:00","BZN|NL","Without sequence","32.85","",""
"05/03/2017 22:00:00 - 05/03/2017 23:00:00","BZN|NL","Without sequence","32.92","",""
"05/03/2017 23:00:00 - 06/03/2017 00:00:00","BZN|NL","Without sequence","31.67","",""
"06/03/2017 00:00:00 - 06/03/2017 01:00:00","BZN|NL","Without sequence","31.48","",""
"06/03/2017 01:00:00 - 06/03/2017 02:00:00","BZN|NL","Without sequence","29.04","",""
"06/03/2017 02:00:00 - 06/03/2017 03:00:00","BZN|NL","Without sequence","27.99","",""
"06/03/2017 03:00:00 - 06/03/2017 04:00:00","BZN|NL","Without sequence","25.35","",""
"06/03/2017 04:00:00 - 06/03/2017 05:00:00","BZN|NL","Without sequence","27.3","",""
"06/03/2017 05:00:00 - 06/03/2017 06:00:00","BZN|NL","Without sequence","29.07","",""
"06/03/2017 06:00:00 - 06/03/2017 07:00:00","BZN|NL","Without sequence","34.98","",""
"06/03/2017 07:00:00 - 06/03/2017 08:00:00","BZN|NL","Without sequence","42.4","",""
"06/03/2017 08:00:00 - 06/03/2017 09:00:00","BZN|NL","Without sequence","44.28","",""
"06/03/2017 09:00:00 - 06/03/2017 10:00:00","BZN|NL","Without sequence","47.03","",""
"06/03/2017 10:00:00 - 06/03/2017 11:00:00","BZN|NL","Without sequence","46.58","",""
"06/03/2017 11:00:00 - 06/03/2017 12:00:00","BZN|NL","Without sequence","46.36","",""
"06/03/2017 12:00:00 - 06/03/2017 13:00:00","BZN|NL","Without sequence","43.92","",""
"06/03/2017 13:00:00 - 06/03/2017 14:00:00","BZN|NL","Without sequence","39.9","",""
"06/03/2017 14:00:00 - 06/03/2017 15:00:00","BZN|NL","Without sequence","36.07","",""
"06/03/2017 15:00:00 - 06/03/2017 16:00:00","BZN|NL","Without sequence","39.9","",""
"06/03/2017 16:00:00 - 06/03/2017 17:00:00","BZN|NL","Without sequence","42.91","",""
"06/03/2017 17:00:00 - 06/03/2017 18:00:00","BZN|NL","Without sequence","46.15","",""
"06/03/2017 18:00:00 - 06/03/2017 19:00:00","BZN|NL","Without sequence","49.59","",""
"06/03/2017 19:00:00 - 06/03/2017 20:00:00","BZN|NL","Without sequence","49.06","",""
"06/03/2017 20:00:00 - 06/03/2017 21:00:00","BZN|NL","Without sequence","42.28","",""
"06/03/2017 21:00:00 - 06/03/2017 22:00:00","BZN|NL","Without sequence","37.4","",""
"06/03/2017 22:00:00 - 06/03/2017 23:00:00","BZN|NL","Without sequence","35.0","",""
"06/03/2017 23:00:00 - 07/03/2017 00:00:00","BZN|NL","Without sequence","32.19","",""
"07/03/2017 00:00:00 - 07/03/2017 01:00:00","BZN|NL","Without sequence","31.07","",""
"07/03/2017 01:00:00 - 07/03/2017 02:00:00","BZN|NL","Without sequence","30.01","",""
"07/03/2017 02:00:00 - 07/03/2017 03:00:00","BZN|NL","Without sequence","29.99","",""
"07/03/2017 03:00:00 - 07/03/2017 04:00:00","BZN|NL","Without sequence","29.64","",""
"07/03/2017 04:00:00 - 07/03/2017 05:00:00","BZN|NL","Without sequence","30.6","",""
"07/03/2017 05:00:00 - 07/03/2017 06:00:00","BZN|NL","Without sequence","32.98","",""
"07/03/2017 06:00:00 - 07/03/2017 07:00:00","BZN|NL","Without sequence","36.0","",""
"07/03/2017 07:00:00 - 07/03/2017 08:00:00","BZN|NL","Without sequence","50.19","",""
"07/03/2017 08:00:00 - 07/03/2017 09:00:00","BZN|NL","Without sequence","54.25","",""
"07/03/2017 09:00:00 - 07/03/2017 10:00:00","BZN|NL","Without sequence","54.1","",""
"07/03/2017 10:00:00 - 07/03/2017 11:00:00","BZN|NL","Without sequence","53.93","",""
"07/03/2017 11:00:00 - 07/03/2017 12:00:00","BZN|NL","Without sequence","51.62","",""
"07/03/2017 12:00:00 - 07/03/2017 13:00:00","BZN|NL","Without sequence","49.9","",""
"07/03/2017 13:00:00 - 07/03/2017 14:00:00","BZN|NL","Without sequence","49.07","",""
"07/03/2017 14:00:00 - 07/03/2017 15:00:00","BZN|NL","Without sequence","48.69","",""
"07/03/2017 15:00:00 - 07/03/2017 16:00:00","BZN|NL","Without sequence","47.75","",""
"07/03/2017 16:00:00 - 07/03/2017 17:00:00","BZN|NL","Without sequence","48.0","",""
"07/03/2017 17:00:00 - 07/03/2017 18:00:00","BZN|NL","Without sequence","50.31","",""
"07/03/2017 18:00:00 - 07/03/2017 19:00:00","BZN|NL","Without sequence","57.52","",""
"07/03/2017 19:00:00 - 07/03/2017 20:00:00","BZN|NL","Without sequence","61.05","",""
"07/03/2017 20:00:00 - 07/03/2017 21:00:00","BZN|NL","Without sequence","51.93","",""
"07/03/2017 21:00:00 - 07/03/2017 22:00:00","BZN|NL","Without sequence","44.77","",""
"07/03/2017 22:00:00 - 07/03/2017 23:00:00","BZN|NL","Without sequence","42.7","",""
"07/03/2017 23:00:00 - 08/03/2017 00:00:00","BZN|NL","Without sequence","33.92","",""
"08/03/2017 00:00:00 - 08/03/2017 01:00:00","BZN|NL","Without sequence","33.58","",""
"08/03/2017 01:00:00 - 08/03/2017 02:00:00","BZN|NL","Without sequence","32.76","",""
"08/03/2017 02:00:00 - 08/03/2017 03:00:00","BZN|NL","Without sequence","32.0","",""
"08/03/2017 03:00:00 - 08/03/2017 04:00:00","BZN|NL","Without sequence","31.38","",""
"08/03/2017 04:00:00 - 08/03/2017 05:00:00","BZN|NL","Without sequence","31.2","",""
"08/03/2017 05:00:00 - 08/03/2017 06:00:00","BZN|NL","Without sequence","32.06","",""
"08/03/2017 06:00:00 - 08/03/2017 07:00:00","BZN|NL","Without sequence","40.75","",""
"08/03/2017 07:00:00 - 08/03/2017 08:00:00","BZN|NL","Without sequence","49.34","",""
"08/03/2017 08:00:00 - 08/03/2017 09:00:00","BZN|NL","Without sequence","49.78","",""
"08/03/2017 09:00:00 - 08/03/2017 10:00:00","BZN|NL","Without sequence","38.41","",""
"08/03/2017 10:00:00 - 08/03/2017 11:00:00","BZN|NL","Without sequence","39.72","",""
"08/03/2017 11:00:00 - 08/03/2017 12:00:00","BZN|NL","Without sequence","38.1","",""
"08/03/2017 12:00:00 - 08/03/2017 13:00:00","BZN|NL","Without sequence","34.16","",""
"08/03/2017 13:00:00 - 08/03/2017 14:00:00","BZN|NL","Without sequence","33.65","",""
"08/03/2017 14:00:00 - 08/03/2017 15:00:00","BZN|NL","Without sequence","35.01","",""
"08/03/2017 15:00:00 - 08/03/2017 16:00:00","BZN|NL","Without sequence","33.7","",""
"08/03/2017 16:00:00 - 08/03/2017 17:00:00","BZN|NL","Without sequence","34.03","",""
"08/03/2017 17:00:00 - 08/03/2017 18:00:00","BZN|NL","Without sequence","35.74","",""
"08/03/2017 18:00:00 - 08/03/2017 19:00:00","BZN|NL","Without sequence","42.05","",""
"08/03/2017 19:00:00 - 08/03/2017 20:00:00","BZN|NL","Without sequence","42.0","",""
"08/03/2017 20:00:00 - 08/03/2017 21:00:00","BZN|NL","Without sequence","35.0","",""
"08/03/2017 21:00:00 - 08/03/2017 22:00:00","BZN|NL","Without sequence","32.9","",""
"08/03/2017 22:00:00 - 08/03/2017 23:00:00","BZN|NL","Without sequence","32.6","",""
"08/03/2017 23:00:00 - 09/03/2017 00:00:00","BZN|NL","Without sequence","31.85","",""
"09/03/2017 00:00:00 - 09/03/2017 01:00:00","BZN|NL","Without sequence","30.66","",""
"09/03/2017 01:00:00 - 09/03/2017 02:00:00","BZN|NL","Without sequence","30.66","",""
"09/03/2017 02:00:00 - 09/03/2017 03:00:00","BZN|NL","Without sequence","30.12","",""
"09/03/2017 03:00:00 - 09/03/2017 04:00:00","BZN|NL","Without sequence","29.3","",""
"09/03/2017 04:00:00 - 09/03/2017 05:00:00","BZN|NL","Without sequence","29.28","",""
"09/03/2017 05:00:00 - 09/03/2017 06:00:00","BZN|NL","Without sequence","31.12","",""
"09/03/2017 06:00:00 - 09/03/2017 07:00:00","BZN|NL","Without sequence","41.59","",""
"09/03/2017 07:00:00 - 09/03/2017 08:00:00","BZN|NL","Without sequence","48.67","",""
"09/03/2017 08:00:00 - 09/03/2017 09:00:00","BZN|NL","Without sequence","50.02","",""
"09/03/2017 09:00:00 - 09/03/2017 10:00:00","BZN|NL","Without sequence","49.02","",""
"09/03/2017 10:00:00 - 09/03/2017 11:00:00","BZN|NL","Without sequence","48.62","",""
"09/03/2017 11:00:00 - 09/03/2017 12:00:00","BZN|NL","Without sequence","47.16","",""
"09/03/2017 12:00:00 - 09/03/2017 13:00:00","BZN|NL","Without sequence","43.69","",""
"09/03/2017 13:00:00 - 09/03/2017 14:00:00","BZN|NL","Without sequence","41.72","",""
"09/03/2017 14:00:00 - 09/03/2017 15:00:00","BZN|NL","Without sequence","35.0","",""
"09/03/2017 15:00:00 - 09/03/2017 16:00:00","BZN|NL","Without sequence","36.47","",""
"09/03/2017 16:00:00 - 09/03/2017 17:00:00","BZN|NL","Without sequence","35.3","",""
"09/03/2017 17:00:00 - 09/03/2017 18:00:00","BZN|NL","Without sequence","40.0","",""
"09/03/2017 18:00:00 - 09/03/2017 19:00:00","BZN|NL","Without sequence","40.0","",""
"09/03/2017 19:00:00 - 09/03/2017 20:00:00","BZN|NL","Without sequence","33.95","",""
"09/03/2017 20:00:00 - 09/03/2017 21:00:00","BZN|NL","Without sequence","33.34","",""
"09/03/2017 21:00:00 - 09/03/2017 22:00:00","BZN|NL","Without sequence","35.0","",""
"09/03/2017 22:00:00 - 09/03/2017 23:00:00","BZN|NL","Without sequence","32.14","",""
"09/03/2017 23:00:00 - 10/03/2017 00:00:00","BZN|NL","Without sequence","31.2","",""
"10/03/2017 00:00:00 - 10/03/2017 01:00:00","BZN|NL","Without sequence","30.1","",""
"10/03/2017 01:00:00 - 10/03/2017 02:00:00","BZN|NL","Without sequence","29.67","",""
"10/03/2017 02:00:00 - 10/03/2017 03:00:00","BZN|NL","Without sequence","30.66","",""
"10/03/2017 03:00:00 - 10/03/2017 04:00:00","BZN|NL","Without sequence","30.64","",""
"10/03/2017 04:00:00 - 10/03/2017 05:00:00","BZN|NL","Without sequence","28.67","",""
"10/03/2017 05:00:00 - 10/03/2017 06:00:00","BZN|NL","Without sequence","30.13","",""
"10/03/2017 06:00:00 - 10/03/2017 07:00:00","BZN|NL","Without sequence","36.98","",""
"10/03/2017 07:00:00 - 10/03/2017 08:00:00","BZN|NL","Without sequence","41.98","",""
"10/03/2017 08:00:00 - 10/03/2017 09:00:00","BZN|NL","Without sequence","45.56","",""
"10/03/2017 09:00:00 - 10/03/2017 10:00:00","BZN|NL","Without sequence","44.11","",""
"10/03/2017 10:00:00 - 10/03/2017 11:00:00","BZN|NL","Without sequence","39.17","",""
"10/03/2017 11:00:00 - 10/03/2017 12:00:00","BZN|NL","Without sequence","35.0","",""
"10/03/2017 12:00:00 - 10/03/2017 13:00:00","BZN|NL","Without sequence","32.56","",""
"10/03/2017 13:00:00 - 10/03/2017 14:00:00","BZN|NL","Without sequence","32.27","",""
"10/03/2017 14:00:00 - 10/03/2017 15:00:00","BZN|NL","Without sequence","31.66","",""
"10/03/2017 15:00:00 - 10/03/2017 16:00:00","BZN|NL","Without sequence","32.4","",""
"10/03/2017 16:00:00 - 10/03/2017 17:00:00","BZN|NL","Without sequence","36.07","",""
"10/03/2017 17:00:00 - 10/03/2017 18:00:00","BZN|NL","Without sequence","40.37","",""
"10/03/2017 18:00:00 - 10/03/2017 19:00:00","BZN|NL","Without sequence","49.17","",""
"10/03/2017 19:00:00 - 10/03/2017 20:00:00","BZN|NL","Without sequence","53.56","",""
"10/03/2017 20:00:00 - 10/03/2017 21:00:00","BZN|NL","Without sequence","45.88","",""
"10/03/2017 21:00:00 - 10/03/2017 22:00:00","BZN|NL","Without sequence","39.67","",""
"10/03/2017 22:00:00 - 10/03/2017 23:00:00","BZN|NL","Without sequence","37.71","",""
"10/03/2017 23:00:00 - 11/03/2017 00:00:00","BZN|NL","Without sequence","34.25","",""
"11/03/2017 00:00:00 - 11/03/2017 01:00:00","BZN|NL","Without sequence","33.02","",""
"11/03/2017 01:00:00 - 11/03/2017 02:00:00","BZN|NL","Without sequence","31.5","",""
"11/03/2017 02:00:00 - 11/03/2017 03:00:00","BZN|NL","Without sequence","30.13","",""
"11/03/2017 03:00:00 - 11/03/2017 04:00:00","BZN|NL","Without sequence","29.64","",""
"11/03/2017 04:00:00 - 11/03/2017 05:00:00","BZN|NL","Without sequence","29.07","",""
"11/03/2017 05:00:00 - 11/03/2017 06:00:00","BZN|NL","Without sequence","30.0","",""
"11/03/2017 06:00:00 - 11/03/2017 07:00:00","BZN|NL","Without sequence","31.77","",""
"11/03/2017 07:00:00 - 11/03/2017 08:00:00","BZN|NL","Without sequence","32.4","",""
"11/03/2017 08:00:00 - 11/03/2017 09:00:00","BZN|NL","Without sequence","35.0","",""
"11/03/2017 09:00:00 - 11/03/2017 10:00:00","BZN|NL","Without sequence","35.05","",""
"11/03/2017 10:00:00 - 11/03/2017 11:00:00","BZN|NL","Without sequence","33.52","",""
"11/03/2017 11:00:00 - 11/03/2017 12:00:00","BZN|NL","Without sequence","32.45","",""
"11/03/2017 12:00:00 - 11/03/2017 13:00:00","BZN|NL","Without sequence","31.07","",""
"11/03/2017 13:00:00 - 11/03/2017 14:00:00","BZN|NL","Without sequence","30.19","",""
"11/03/2017 14:00:00 - 11/03/2017 15:00:00","BZN|NL","Without sequence","30.03","",""
"11/03/2017 15:00:00 - 11/03/2017 16:00:00","BZN|NL","Without sequence","29.98","",""
"11/03/2017 16:00:00 - 11/03/2017 17:00:00","BZN|NL","Without sequence","30.81","",""
"11/03/2017 17:00:00 - 11/03/2017 18:00:00","BZN|NL","Without sequence","34.66","",""
"11/03/2017 18:00:00 - 11/03/2017 19:00:00","BZN|NL","Without sequence","43.97","",""
"11/03/2017 19:00:00 - 11/03/2017 20:00:00","BZN|NL","Without sequence","45.91","",""
"11/03/2017 20:00:00 - 11/03/2017 21:00:00","BZN|NL","Without sequence","38.1","",""
"11/03/2017 21:00:00 - 11/03/2017 22:00:00","BZN|NL","Without sequence","32.26","",""
"11/03/2017 22:00:00 - 11/03/2017 23:00:00","BZN|NL","Without sequence","32.11","",""
"11/03/2017 23:00:00 - 12/03/2017 00:00:00","BZN|NL","Without sequence","42.4","",""
"12/03/2017 00:00:00 - 12/03/2017 01:00:00","BZN|NL","Without sequence","30.9","",""
"12/03/2017 01:00:00 - 12/03/2017 02:00:00","BZN|NL","Without sequence","27.11","",""
"12/03/2017 02:00:00 - 12/03/2017 03:00:00","BZN|NL","Without sequence","29.02","",""
"12/03/2017 03:00:00 - 12/03/2017 04:00:00","BZN|NL","Without sequence","26.78","",""
"12/03/2017 04:00:00 - 12/03/2017 05:00:00","BZN|NL","Without sequence","27.7","",""
"12/03/2017 05:00:00 - 12/03/2017 06:00:00","BZN|NL","Without sequence","29.45","",""
"12/03/2017 06:00:00 - 12/03/2017 07:00:00","BZN|NL","Without sequence","29.66","",""
"12/03/2017 07:00:00 - 12/03/2017 08:00:00","BZN|NL","Without sequence","29.7","",""
"12/03/2017 08:00:00 - 12/03/2017 09:00:00","BZN|NL","Without sequence","30.27","",""
"12/03/2017 09:00:00 - 12/03/2017 10:00:00","BZN|NL","Without sequence","30.56","",""
"12/03/2017 10:00:00 - 12/03/2017 11:00:00","BZN|NL","Without sequence","30.68","",""
"12/03/2017 11:00:00 - 12/03/2017 12:00:00","BZN|NL","Without sequence","30.32","",""
"12/03/2017 12:00:00 - 12/03/2017 13:00:00","BZN|NL","Without sequence","32.4","",""
"12/03/2017 13:00:00 - 12/03/2017 14:00:00","BZN|NL","Without sequence","28.0","",""
"12/03/2017 14:00:00 - 12/03/2017 15:00:00","BZN|NL","Without sequence","29.87","",""
"12/03/2017 15:00:00 - 12/03/2017 16:00:00","BZN|NL","Without sequence","29.86","",""
"12/03/2017 16:00:00 - 12/03/2017 17:00:00","BZN|NL","Without sequence","30.15","",""
"12/03/2017 17:00:00 - 12/03/2017 18:00:00","BZN|NL","Without sequence","30.68","",""
"12/03/2017 18:00:00 - 12/03/2017 19:00:00","BZN|NL","Without sequence","32.4","",""
"12/03/2017 19:00:00 - 12/03/2017 20:00:00","BZN|NL","Without sequence","50.9","",""
"12/03/2017 20:00:00 - 12/03/2017 21:00:00","BZN|NL","Without sequence","51.42","",""
"12/03/2017 21:00:00 - 12/03/2017 22:00:00","BZN|NL","Without sequence","36.0","",""
"12/03/2017 22:00:00 - 12/03/2017 23:00:00","BZN|NL","Without sequence","40.85","",""
"12/03/2017 23:00:00 - 13/03/2017 00:00:00","BZN|NL","Without sequence","36.37","",""
"13/03/2017 00:00:00 - 13/03/2017 01:00:00","BZN|NL","Without sequence","27.04","",""
"13/03/2017 01:00:00 - 13/03/2017 02:00:00","BZN|NL","Without sequence","27.81","",""
"13/03/2017 02:00:00 - 13/03/2017 03:00:00","BZN|NL","Without sequence","27.93","",""
"13/03/2017 03:00:00 - 13/03/2017 04:00:00","BZN|NL","Without sequence","28.17","",""
"13/03/2017 04:00:00 - 13/03/2017 05:00:00","BZN|NL","Without sequence","28.34","",""
"13/03/2017 05:00:00 - 13/03/2017 06:00:00","BZN|NL","Without sequence","29.64","",""
"13/03/2017 06:00:00 - 13/03/2017 07:00:00","BZN|NL","Without sequence","33.83","",""
"13/03/2017 07:00:00 - 13/03/2017 08:00:00","BZN|NL","Without sequence","41.0","",""
"13/03/2017 08:00:00 - 13/03/2017 09:00:00","BZN|NL","Without sequence","42.86","",""
"13/03/2017 09:00:00 - 13/03/2017 10:00:00","BZN|NL","Without sequence","40.0","",""
"13/03/2017 10:00:00 - 13/03/2017 11:00:00","BZN|NL","Without sequence","34.57","",""
"13/03/2017 11:00:00 - 13/03/2017 12:00:00","BZN|NL","Without sequence","32.89","",""
"13/03/2017 12:00:00 - 13/03/2017 13:00:00","BZN|NL","Without sequence","31.97","",""
"13/03/2017 13:00:00 - 13/03/2017 14:00:00","BZN|NL","Without sequence","32.2","",""
"13/03/2017 14:00:00 - 13/03/2017 15:00:00","BZN|NL","Without sequence","31.7","",""
"13/03/2017 15:00:00 - 13/03/2017 16:00:00","BZN|NL","Without sequence","32.0","",""
"13/03/2017 16:00:00 - 13/03/2017 17:00:00","BZN|NL","Without sequence","36.61","",""
"13/03/2017 17:00:00 - 13/03/2017 18:00:00","BZN|NL","Without sequence","41.82","",""
"13/03/2017 18:00:00 - 13/03/2017 19:00:00","BZN|NL","Without sequence","49.9","",""
"13/03/2017 19:00:00 - 13/03/2017 20:00:00","BZN|NL","Without sequence","56.99","",""
"13/03/2017 20:00:00 - 13/03/2017 21:00:00","BZN|NL","Without sequence","49.51","",""
"13/03/2017 21:00:00 - 13/03/2017 22:00:00","BZN|NL","Without sequence","44.94","",""
"13/03/2017 22:00:00 - 13/03/2017 23:00:00","BZN|NL","Without sequence","39.96","",""
"13/03/2017 23:00:00 - 14/03/2017 00:00:00","BZN|NL","Without sequence","33.55","",""
"14/03/2017 00:00:00 - 14/03/2017 01:00:00","BZN|NL","Without sequence","29.58","",""
"14/03/2017 01:00:00 - 14/03/2017 02:00:00","BZN|NL","Without sequence","28.61","",""
"14/03/2017 02:00:00 - 14/03/2017 03:00:00","BZN|NL","Without sequence","27.73","",""
"14/03/2017 03:00:00 - 14/03/2017 04:00:00","BZN|NL","Without sequence","27.75","",""
"14/03/2017 04:00:00 - 14/03/2017 05:00:00","BZN|NL","Without sequence","28.43","",""
"14/03/2017 05:00:00 - 14/03/2017 06:00:00","BZN|NL","Without sequence","29.49","",""
"14/03/2017 06:00:00 - 14/03/2017 07:00:00","BZN|NL","Without sequence","37.72","",""
