"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"07/02/2015 01:00:00 - 07/02/2015 02:00:00","BZN|NL","Without sequence","50.5","",""
"07/02/2015 02:00:00 - 07/02/2015 03:00:00","BZN|NL","Without sequence","42.44","",""
"07/02/2015 03:00:00 - 07/02/2015 04:00:00","BZN|NL","Without sequence","42.44","",""
"07/02/2015 04:00:00 - 07/02/2015 05:00:00","BZN|NL","Without sequence","42.44","",""
"07/02/2015 05:00:00 - 07/02/2015 06:00:00","BZN|NL","Without sequence","39.96","",""
"07/02/2015 06:00:00 - 07/02/2015 07:00:00","BZN|NL","Without sequence","42.0","",""
"07/02/2015 07:00:00 - 07/02/2015 08:00:00","BZN|NL","Without sequence","46.53","",""
"07/02/2015 08:00:00 - 07/02/2015 09:00:00","BZN|NL","Without sequence","49.97","",""
"07/02/2015 09:00:00 - 07/02/2015 10:00:00","BZN|NL","Without sequence","53.81","",""
"07/02/2015 10:00:00 - 07/02/2015 11:00:00","BZN|NL","Without sequence","56.62","",""
"07/02/2015 11:00:00 - 07/02/2015 12:00:00","BZN|NL","Without sequence","55.19","",""
"07/02/2015 12:00:00 - 07/02/2015 13:00:00","BZN|NL","Without sequence","52.5","",""
"07/02/2015 13:00:00 - 07/02/2015 14:00:00","BZN|NL","Without sequence","49.23","",""
"07/02/2015 14:00:00 - 07/02/2015 15:00:00","BZN|NL","Without sequence","42.97","",""
"07/02/2015 15:00:00 - 07/02/2015 16:00:00","BZN|NL","Without sequence","48.93","",""
"07/02/2015 16:00:00 - 07/02/2015 17:00:00","BZN|NL","Without sequence","44.35","",""
"07/02/2015 17:00:00 - 07/02/2015 18:00:00","BZN|NL","Without sequence","48.4","",""
"07/02/2015 18:00:00 - 07/02/2015 19:00:00","BZN|NL","Without sequence","65.06","",""
"07/02/2015 19:00:00 - 07/02/2015 20:00:00","BZN|NL","Without sequence","47.44","",""
"07/02/2015 20:00:00 - 07/02/2015 21:00:00","BZN|NL","Without sequence","49.94","",""
"07/02/2015 21:00:00 - 07/02/2015 22:00:00","BZN|NL","Without sequence","45.0","",""
"07/02/2015 22:00:00 - 07/02/2015 23:00:00","BZN|NL","Without sequence","42.0","",""
"07/02/2015 23:00:00 - 08/02/2015 00:00:00","BZN|NL","Without sequence","39.94","",""
"08/02/2015 00:00:00 - 08/02/2015 01:00:00","BZN|NL","Without sequence","35.3","",""
"08/02/2015 01:00:00 - 08/02/2015 02:00:00","BZN|NL","Without sequence","35.3","",""
"08/02/2015 02:00:00 - 08/02/2015 03:00:00","BZN|NL","Without sequence","33.56","",""
"08/02/2015 03:00:00 - 08/02/2015 04:00:00","BZN|NL","Without sequence","33.4","",""
"08/02/2015 04:00:00 - 08/02/2015 05:00:00","BZN|NL","Without sequence","32.41","",""
"08/02/2015 05:00:00 - 08/02/2015 06:00:00","BZN|NL","Without sequence","32.76","",""
"08/02/2015 06:00:00 - 08/02/2015 07:00:00","BZN|NL","Without sequence","32.99","",""
"08/02/2015 07:00:00 - 08/02/2015 08:00:00","BZN|NL","Without sequence","37.0","",""
"08/02/2015 08:00:00 - 08/02/2015 09:00:00","BZN|NL","Without sequence","39.96","",""
"08/02/2015 09:00:00 - 08/02/2015 10:00:00","BZN|NL","Without sequence","43.76","",""
"08/02/2015 10:00:00 - 08/02/2015 11:00:00","BZN|NL","Without sequence","46.49","",""
"08/02/2015 11:00:00 - 08/02/2015 12:00:00","BZN|NL","Without sequence","49.63","",""
"08/02/2015 12:00:00 - 08/02/2015 13:00:00","BZN|NL","Without sequence","46.48","",""
"08/02/2015 13:00:00 - 08/02/2015 14:00:00","BZN|NL","Without sequence","46.01","",""
"08/02/2015 14:00:00 - 08/02/2015 15:00:00","BZN|NL","Without sequence","39.94","",""
"08/02/2015 15:00:00 - 08/02/2015 16:00:00","BZN|NL","Without sequence","38.72","",""
"08/02/2015 16:00:00 - 08/02/2015 17:00:00","BZN|NL","Without sequence","38.23","",""
"08/02/2015 17:00:00 - 08/02/2015 18:00:00","BZN|NL","Without sequence","42.95","",""
"08/02/2015 18:00:00 - 08/02/2015 19:00:00","BZN|NL","Without sequence","59.32","",""
"08/02/2015 19:00:00 - 08/02/2015 20:00:00","BZN|NL","Without sequence","70.0","",""
"08/02/2015 20:00:00 - 08/02/2015 21:00:00","BZN|NL","Without sequence","47.44","",""
"08/02/2015 21:00:00 - 08/02/2015 22:00:00","BZN|NL","Without sequence","42.44","",""
"08/02/2015 22:00:00 - 08/02/2015 23:00:00","BZN|NL","Without sequence","39.94","",""
"08/02/2015 23:00:00 - 09/02/2015 00:00:00","BZN|NL","Without sequence","34.96","",""
"09/02/2015 00:00:00 - 09/02/2015 01:00:00","BZN|NL","Without sequence","49.46","",""
"09/02/2015 01:00:00 - 09/02/2015 02:00:00","BZN|NL","Without sequence","40.58","",""
"09/02/2015 02:00:00 - 09/02/2015 03:00:00","BZN|NL","Without sequence","39.1","",""
"09/02/2015 03:00:00 - 09/02/2015 04:00:00","BZN|NL","Without sequence","39.1","",""
"09/02/2015 04:00:00 - 09/02/2015 05:00:00","BZN|NL","Without sequence","39.94","",""
"09/02/2015 05:00:00 - 09/02/2015 06:00:00","BZN|NL","Without sequence","40.0","",""
"09/02/2015 06:00:00 - 09/02/2015 07:00:00","BZN|NL","Without sequence","45.0","",""
"09/02/2015 07:00:00 - 09/02/2015 08:00:00","BZN|NL","Without sequence","56.75","",""
"09/02/2015 08:00:00 - 09/02/2015 09:00:00","BZN|NL","Without sequence","54.89","",""
"09/02/2015 09:00:00 - 09/02/2015 10:00:00","BZN|NL","Without sequence","62.06","",""
"09/02/2015 10:00:00 - 09/02/2015 11:00:00","BZN|NL","Without sequence","69.94","",""
"09/02/2015 11:00:00 - 09/02/2015 12:00:00","BZN|NL","Without sequence","68.62","",""
"09/02/2015 12:00:00 - 09/02/2015 13:00:00","BZN|NL","Without sequence","49.94","",""
"09/02/2015 13:00:00 - 09/02/2015 14:00:00","BZN|NL","Without sequence","49.96","",""
"09/02/2015 14:00:00 - 09/02/2015 15:00:00","BZN|NL","Without sequence","52.21","",""
"09/02/2015 15:00:00 - 09/02/2015 16:00:00","BZN|NL","Without sequence","51.32","",""
"09/02/2015 16:00:00 - 09/02/2015 17:00:00","BZN|NL","Without sequence","49.33","",""
"09/02/2015 17:00:00 - 09/02/2015 18:00:00","BZN|NL","Without sequence","55.81","",""
"09/02/2015 18:00:00 - 09/02/2015 19:00:00","BZN|NL","Without sequence","48.0","",""
"09/02/2015 19:00:00 - 09/02/2015 20:00:00","BZN|NL","Without sequence","44.57","",""
"09/02/2015 20:00:00 - 09/02/2015 21:00:00","BZN|NL","Without sequence","39.91","",""
"09/02/2015 21:00:00 - 09/02/2015 22:00:00","BZN|NL","Without sequence","35.0","",""
"09/02/2015 22:00:00 - 09/02/2015 23:00:00","BZN|NL","Without sequence","32.96","",""
"09/02/2015 23:00:00 - 10/02/2015 00:00:00","BZN|NL","Without sequence","34.76","",""
"10/02/2015 00:00:00 - 10/02/2015 01:00:00","BZN|NL","Without sequence","37.42","",""
"10/02/2015 01:00:00 - 10/02/2015 02:00:00","BZN|NL","Without sequence","36.72","",""
"10/02/2015 02:00:00 - 10/02/2015 03:00:00","BZN|NL","Without sequence","36.2","",""
"10/02/2015 03:00:00 - 10/02/2015 04:00:00","BZN|NL","Without sequence","33.9","",""
"10/02/2015 04:00:00 - 10/02/2015 05:00:00","BZN|NL","Without sequence","32.8","",""
"10/02/2015 05:00:00 - 10/02/2015 06:00:00","BZN|NL","Without sequence","32.1","",""
"10/02/2015 06:00:00 - 10/02/2015 07:00:00","BZN|NL","Without sequence","38.22","",""
"10/02/2015 07:00:00 - 10/02/2015 08:00:00","BZN|NL","Without sequence","52.95","",""
"10/02/2015 08:00:00 - 10/02/2015 09:00:00","BZN|NL","Without sequence","49.0","",""
"10/02/2015 09:00:00 - 10/02/2015 10:00:00","BZN|NL","Without sequence","45.97","",""
"10/02/2015 10:00:00 - 10/02/2015 11:00:00","BZN|NL","Without sequence","47.97","",""
"10/02/2015 11:00:00 - 10/02/2015 12:00:00","BZN|NL","Without sequence","49.97","",""
"10/02/2015 12:00:00 - 10/02/2015 13:00:00","BZN|NL","Without sequence","47.27","",""
"10/02/2015 13:00:00 - 10/02/2015 14:00:00","BZN|NL","Without sequence","46.95","",""
"10/02/2015 14:00:00 - 10/02/2015 15:00:00","BZN|NL","Without sequence","46.0","",""
"10/02/2015 15:00:00 - 10/02/2015 16:00:00","BZN|NL","Without sequence","47.0","",""
"10/02/2015 16:00:00 - 10/02/2015 17:00:00","BZN|NL","Without sequence","50.38","",""
"10/02/2015 17:00:00 - 10/02/2015 18:00:00","BZN|NL","Without sequence","61.41","",""
"10/02/2015 18:00:00 - 10/02/2015 19:00:00","BZN|NL","Without sequence","84.94","",""
"10/02/2015 19:00:00 - 10/02/2015 20:00:00","BZN|NL","Without sequence","62.82","",""
"10/02/2015 20:00:00 - 10/02/2015 21:00:00","BZN|NL","Without sequence","51.66","",""
"10/02/2015 21:00:00 - 10/02/2015 22:00:00","BZN|NL","Without sequence","44.09","",""
"10/02/2015 22:00:00 - 10/02/2015 23:00:00","BZN|NL","Without sequence","44.54","",""
"10/02/2015 23:00:00 - 11/02/2015 00:00:00","BZN|NL","Without sequence","42.12","",""
"11/02/2015 00:00:00 - 11/02/2015 01:00:00","BZN|NL","Without sequence","39.94","",""
"11/02/2015 01:00:00 - 11/02/2015 02:00:00","BZN|NL","Without sequence","39.64","",""
"11/02/2015 02:00:00 - 11/02/2015 03:00:00","BZN|NL","Without sequence","36.41","",""
"11/02/2015 03:00:00 - 11/02/2015 04:00:00","BZN|NL","Without sequence","35.83","",""
"11/02/2015 04:00:00 - 11/02/2015 05:00:00","BZN|NL","Without sequence","34.0","",""
"11/02/2015 05:00:00 - 11/02/2015 06:00:00","BZN|NL","Without sequence","33.1","",""
"11/02/2015 06:00:00 - 11/02/2015 07:00:00","BZN|NL","Without sequence","45.97","",""
"11/02/2015 07:00:00 - 11/02/2015 08:00:00","BZN|NL","Without sequence","60.14","",""
"11/02/2015 08:00:00 - 11/02/2015 09:00:00","BZN|NL","Without sequence","64.91","",""
"11/02/2015 09:00:00 - 11/02/2015 10:00:00","BZN|NL","Without sequence","59.91","",""
"11/02/2015 10:00:00 - 11/02/2015 11:00:00","BZN|NL","Without sequence","54.22","",""
"11/02/2015 11:00:00 - 11/02/2015 12:00:00","BZN|NL","Without sequence","53.85","",""
"11/02/2015 12:00:00 - 11/02/2015 13:00:00","BZN|NL","Without sequence","49.06","",""
"11/02/2015 13:00:00 - 11/02/2015 14:00:00","BZN|NL","Without sequence","48.82","",""
"11/02/2015 14:00:00 - 11/02/2015 15:00:00","BZN|NL","Without sequence","47.93","",""
"11/02/2015 15:00:00 - 11/02/2015 16:00:00","BZN|NL","Without sequence","49.8","",""
"11/02/2015 16:00:00 - 11/02/2015 17:00:00","BZN|NL","Without sequence","50.86","",""
"11/02/2015 17:00:00 - 11/02/2015 18:00:00","BZN|NL","Without sequence","58.48","",""
"11/02/2015 18:00:00 - 11/02/2015 19:00:00","BZN|NL","Without sequence","81.37","",""
"11/02/2015 19:00:00 - 11/02/2015 20:00:00","BZN|NL","Without sequence","65.22","",""
"11/02/2015 20:00:00 - 11/02/2015 21:00:00","BZN|NL","Without sequence","55.62","",""
"11/02/2015 21:00:00 - 11/02/2015 22:00:00","BZN|NL","Without sequence","46.0","",""
"11/02/2015 22:00:00 - 11/02/2015 23:00:00","BZN|NL","Without sequence","47.94","",""
"11/02/2015 23:00:00 - 12/02/2015 00:00:00","BZN|NL","Without sequence","42.44","",""
"12/02/2015 00:00:00 - 12/02/2015 01:00:00","BZN|NL","Without sequence","46.56","",""
"12/02/2015 01:00:00 - 12/02/2015 02:00:00","BZN|NL","Without sequence","41.74","",""
"12/02/2015 02:00:00 - 12/02/2015 03:00:00","BZN|NL","Without sequence","39.18","",""
"12/02/2015 03:00:00 - 12/02/2015 04:00:00","BZN|NL","Without sequence","37.82","",""
"12/02/2015 04:00:00 - 12/02/2015 05:00:00","BZN|NL","Without sequence","36.2","",""
"12/02/2015 05:00:00 - 12/02/2015 06:00:00","BZN|NL","Without sequence","36.2","",""
"12/02/2015 06:00:00 - 12/02/2015 07:00:00","BZN|NL","Without sequence","49.95","",""
"12/02/2015 07:00:00 - 12/02/2015 08:00:00","BZN|NL","Without sequence","63.36","",""
"12/02/2015 08:00:00 - 12/02/2015 09:00:00","BZN|NL","Without sequence","70.6","",""
"12/02/2015 09:00:00 - 12/02/2015 10:00:00","BZN|NL","Without sequence","60.81","",""
"12/02/2015 10:00:00 - 12/02/2015 11:00:00","BZN|NL","Without sequence","53.81","",""
"12/02/2015 11:00:00 - 12/02/2015 12:00:00","BZN|NL","Without sequence","49.96","",""
"12/02/2015 12:00:00 - 12/02/2015 13:00:00","BZN|NL","Without sequence","44.91","",""
"12/02/2015 13:00:00 - 12/02/2015 14:00:00","BZN|NL","Without sequence","43.9","",""
"12/02/2015 14:00:00 - 12/02/2015 15:00:00","BZN|NL","Without sequence","43.94","",""
"12/02/2015 15:00:00 - 12/02/2015 16:00:00","BZN|NL","Without sequence","45.47","",""
"12/02/2015 16:00:00 - 12/02/2015 17:00:00","BZN|NL","Without sequence","49.96","",""
"12/02/2015 17:00:00 - 12/02/2015 18:00:00","BZN|NL","Without sequence","57.58","",""
"12/02/2015 18:00:00 - 12/02/2015 19:00:00","BZN|NL","Without sequence","72.0","",""
"12/02/2015 19:00:00 - 12/02/2015 20:00:00","BZN|NL","Without sequence","69.94","",""
"12/02/2015 20:00:00 - 12/02/2015 21:00:00","BZN|NL","Without sequence","54.98","",""
"12/02/2015 21:00:00 - 12/02/2015 22:00:00","BZN|NL","Without sequence","46.72","",""
"12/02/2015 22:00:00 - 12/02/2015 23:00:00","BZN|NL","Without sequence","43.29","",""
"12/02/2015 23:00:00 - 13/02/2015 00:00:00","BZN|NL","Without sequence","44.94","",""
"13/02/2015 00:00:00 - 13/02/2015 01:00:00","BZN|NL","Without sequence","50.73","",""
"13/02/2015 01:00:00 - 13/02/2015 02:00:00","BZN|NL","Without sequence","49.07","",""
"13/02/2015 02:00:00 - 13/02/2015 03:00:00","BZN|NL","Without sequence","45.3","",""
"13/02/2015 03:00:00 - 13/02/2015 04:00:00","BZN|NL","Without sequence","40.78","",""
"13/02/2015 04:00:00 - 13/02/2015 05:00:00","BZN|NL","Without sequence","39.43","",""
"13/02/2015 05:00:00 - 13/02/2015 06:00:00","BZN|NL","Without sequence","41.71","",""
"13/02/2015 06:00:00 - 13/02/2015 07:00:00","BZN|NL","Without sequence","45.42","",""
"13/02/2015 07:00:00 - 13/02/2015 08:00:00","BZN|NL","Without sequence","58.25","",""
"13/02/2015 08:00:00 - 13/02/2015 09:00:00","BZN|NL","Without sequence","57.84","",""
"13/02/2015 09:00:00 - 13/02/2015 10:00:00","BZN|NL","Without sequence","59.97","",""
"13/02/2015 10:00:00 - 13/02/2015 11:00:00","BZN|NL","Without sequence","56.59","",""
"13/02/2015 11:00:00 - 13/02/2015 12:00:00","BZN|NL","Without sequence","55.05","",""
"13/02/2015 12:00:00 - 13/02/2015 13:00:00","BZN|NL","Without sequence","52.38","",""
"13/02/2015 13:00:00 - 13/02/2015 14:00:00","BZN|NL","Without sequence","49.89","",""
"13/02/2015 14:00:00 - 13/02/2015 15:00:00","BZN|NL","Without sequence","47.8","",""
"13/02/2015 15:00:00 - 13/02/2015 16:00:00","BZN|NL","Without sequence","44.19","",""
"13/02/2015 16:00:00 - 13/02/2015 17:00:00","BZN|NL","Without sequence","43.2","",""
"13/02/2015 17:00:00 - 13/02/2015 18:00:00","BZN|NL","Without sequence","45.75","",""
"13/02/2015 18:00:00 - 13/02/2015 19:00:00","BZN|NL","Without sequence","51.49","",""
"13/02/2015 19:00:00 - 13/02/2015 20:00:00","BZN|NL","Without sequence","55.36","",""
"13/02/2015 20:00:00 - 13/02/2015 21:00:00","BZN|NL","Without sequence","49.96","",""
"13/02/2015 21:00:00 - 13/02/2015 22:00:00","BZN|NL","Without sequence","44.63","",""
"13/02/2015 22:00:00 - 13/02/2015 23:00:00","BZN|NL","Without sequence","46.93","",""
"13/02/2015 23:00:00 - 14/02/2015 00:00:00","BZN|NL","Without sequence","43.88","",""
"14/02/2015 00:00:00 - 14/02/2015 01:00:00","BZN|NL","Without sequence","41.3","",""
"14/02/2015 01:00:00 - 14/02/2015 02:00:00","BZN|NL","Without sequence","36.19","",""
"14/02/2015 02:00:00 - 14/02/2015 03:00:00","BZN|NL","Without sequence","35.68","",""
"14/02/2015 03:00:00 - 14/02/2015 04:00:00","BZN|NL","Without sequence","33.18","",""
"14/02/2015 04:00:00 - 14/02/2015 05:00:00","BZN|NL","Without sequence","27.68","",""
"14/02/2015 05:00:00 - 14/02/2015 06:00:00","BZN|NL","Without sequence","31.23","",""
"14/02/2015 06:00:00 - 14/02/2015 07:00:00","BZN|NL","Without sequence","33.93","",""
"14/02/2015 07:00:00 - 14/02/2015 08:00:00","BZN|NL","Without sequence","36.12","",""
"14/02/2015 08:00:00 - 14/02/2015 09:00:00","BZN|NL","Without sequence","37.8","",""
"14/02/2015 09:00:00 - 14/02/2015 10:00:00","BZN|NL","Without sequence","44.02","",""
"14/02/2015 10:00:00 - 14/02/2015 11:00:00","BZN|NL","Without sequence","50.12","",""
"14/02/2015 11:00:00 - 14/02/2015 12:00:00","BZN|NL","Without sequence","69.9","",""
"14/02/2015 12:00:00 - 14/02/2015 13:00:00","BZN|NL","Without sequence","55.9","",""
"14/02/2015 13:00:00 - 14/02/2015 14:00:00","BZN|NL","Without sequence","44.94","",""
"14/02/2015 14:00:00 - 14/02/2015 15:00:00","BZN|NL","Without sequence","42.62","",""
"14/02/2015 15:00:00 - 14/02/2015 16:00:00","BZN|NL","Without sequence","42.41","",""
"14/02/2015 16:00:00 - 14/02/2015 17:00:00","BZN|NL","Without sequence","42.91","",""
"14/02/2015 17:00:00 - 14/02/2015 18:00:00","BZN|NL","Without sequence","59.24","",""
"14/02/2015 18:00:00 - 14/02/2015 19:00:00","BZN|NL","Without sequence","69.9","",""
"14/02/2015 19:00:00 - 14/02/2015 20:00:00","BZN|NL","Without sequence","50.87","",""
"14/02/2015 20:00:00 - 14/02/2015 21:00:00","BZN|NL","Without sequence","49.94","",""
"14/02/2015 21:00:00 - 14/02/2015 22:00:00","BZN|NL","Without sequence","42.61","",""
"14/02/2015 22:00:00 - 14/02/2015 23:00:00","BZN|NL","Without sequence","42.71","",""
"14/02/2015 23:00:00 - 15/02/2015 00:00:00","BZN|NL","Without sequence","43.76","",""
"15/02/2015 00:00:00 - 15/02/2015 01:00:00","BZN|NL","Without sequence","42.44","",""
"15/02/2015 01:00:00 - 15/02/2015 02:00:00","BZN|NL","Without sequence","39.55","",""
"15/02/2015 02:00:00 - 15/02/2015 03:00:00","BZN|NL","Without sequence","36.75","",""
"15/02/2015 03:00:00 - 15/02/2015 04:00:00","BZN|NL","Without sequence","33.38","",""
"15/02/2015 04:00:00 - 15/02/2015 05:00:00","BZN|NL","Without sequence","31.12","",""
"15/02/2015 05:00:00 - 15/02/2015 06:00:00","BZN|NL","Without sequence","30.34","",""
"15/02/2015 06:00:00 - 15/02/2015 07:00:00","BZN|NL","Without sequence","33.09","",""
"15/02/2015 07:00:00 - 15/02/2015 08:00:00","BZN|NL","Without sequence","32.92","",""
"15/02/2015 08:00:00 - 15/02/2015 09:00:00","BZN|NL","Without sequence","36.72","",""
"15/02/2015 09:00:00 - 15/02/2015 10:00:00","BZN|NL","Without sequence","43.12","",""
"15/02/2015 10:00:00 - 15/02/2015 11:00:00","BZN|NL","Without sequence","42.23","",""
"15/02/2015 11:00:00 - 15/02/2015 12:00:00","BZN|NL","Without sequence","43.27","",""
"15/02/2015 12:00:00 - 15/02/2015 13:00:00","BZN|NL","Without sequence","45.45","",""
"15/02/2015 13:00:00 - 15/02/2015 14:00:00","BZN|NL","Without sequence","41.48","",""
"15/02/2015 14:00:00 - 15/02/2015 15:00:00","BZN|NL","Without sequence","38.0","",""
"15/02/2015 15:00:00 - 15/02/2015 16:00:00","BZN|NL","Without sequence","39.94","",""
"15/02/2015 16:00:00 - 15/02/2015 17:00:00","BZN|NL","Without sequence","40.0","",""
"15/02/2015 17:00:00 - 15/02/2015 18:00:00","BZN|NL","Without sequence","43.88","",""
"15/02/2015 18:00:00 - 15/02/2015 19:00:00","BZN|NL","Without sequence","74.96","",""
"15/02/2015 19:00:00 - 15/02/2015 20:00:00","BZN|NL","Without sequence","59.94","",""
"15/02/2015 20:00:00 - 15/02/2015 21:00:00","BZN|NL","Without sequence","54.92","",""
"15/02/2015 21:00:00 - 15/02/2015 22:00:00","BZN|NL","Without sequence","53.15","",""
"15/02/2015 22:00:00 - 15/02/2015 23:00:00","BZN|NL","Without sequence","54.33","",""
"15/02/2015 23:00:00 - 16/02/2015 00:00:00","BZN|NL","Without sequence","49.74","",""
"16/02/2015 00:00:00 - 16/02/2015 01:00:00","BZN|NL","Without sequence","49.41","",""
"16/02/2015 01:00:00 - 16/02/2015 02:00:00","BZN|NL","Without sequence","44.23","",""
"16/02/2015 02:00:00 - 16/02/2015 03:00:00","BZN|NL","Without sequence","43.52","",""
"16/02/2015 03:00:00 - 16/02/2015 04:00:00","BZN|NL","Without sequence","42.35","",""
"16/02/2015 04:00:00 - 16/02/2015 05:00:00","BZN|NL","Without sequence","39.26","",""
"16/02/2015 05:00:00 - 16/02/2015 06:00:00","BZN|NL","Without sequence","44.43","",""
"16/02/2015 06:00:00 - 16/02/2015 07:00:00","BZN|NL","Without sequence","50.97","",""
"16/02/2015 07:00:00 - 16/02/2015 08:00:00","BZN|NL","Without sequence","58.95","",""
"16/02/2015 08:00:00 - 16/02/2015 09:00:00","BZN|NL","Without sequence","54.24","",""
"16/02/2015 09:00:00 - 16/02/2015 10:00:00","BZN|NL","Without sequence","64.34","",""
"16/02/2015 10:00:00 - 16/02/2015 11:00:00","BZN|NL","Without sequence","66.73","",""
"16/02/2015 11:00:00 - 16/02/2015 12:00:00","BZN|NL","Without sequence","59.99","",""
"16/02/2015 12:00:00 - 16/02/2015 13:00:00","BZN|NL","Without sequence","63.3","",""
"16/02/2015 13:00:00 - 16/02/2015 14:00:00","BZN|NL","Without sequence","61.49","",""
"16/02/2015 14:00:00 - 16/02/2015 15:00:00","BZN|NL","Without sequence","54.01","",""
"16/02/2015 15:00:00 - 16/02/2015 16:00:00","BZN|NL","Without sequence","49.87","",""
"16/02/2015 16:00:00 - 16/02/2015 17:00:00","BZN|NL","Without sequence","52.46","",""
"16/02/2015 17:00:00 - 16/02/2015 18:00:00","BZN|NL","Without sequence","54.76","",""
"16/02/2015 18:00:00 - 16/02/2015 19:00:00","BZN|NL","Without sequence","65.34","",""
"16/02/2015 19:00:00 - 16/02/2015 20:00:00","BZN|NL","Without sequence","47.45","",""
"16/02/2015 20:00:00 - 16/02/2015 21:00:00","BZN|NL","Without sequence","45.0","",""
"16/02/2015 21:00:00 - 16/02/2015 22:00:00","BZN|NL","Without sequence","53.01","",""
"16/02/2015 22:00:00 - 16/02/2015 23:00:00","BZN|NL","Without sequence","49.71","",""
"16/02/2015 23:00:00 - 17/02/2015 00:00:00","BZN|NL","Without sequence","48.42","",""
"17/02/2015 00:00:00 - 17/02/2015 01:00:00","BZN|NL","Without sequence","44.94","",""
"17/02/2015 01:00:00 - 17/02/2015 02:00:00","BZN|NL","Without sequence","42.11","",""
"17/02/2015 02:00:00 - 17/02/2015 03:00:00","BZN|NL","Without sequence","39.94","",""
"17/02/2015 03:00:00 - 17/02/2015 04:00:00","BZN|NL","Without sequence","37.33","",""
"17/02/2015 04:00:00 - 17/02/2015 05:00:00","BZN|NL","Without sequence","36.26","",""
"17/02/2015 05:00:00 - 17/02/2015 06:00:00","BZN|NL","Without sequence","36.05","",""
"17/02/2015 06:00:00 - 17/02/2015 07:00:00","BZN|NL","Without sequence","44.0","",""
"17/02/2015 07:00:00 - 17/02/2015 08:00:00","BZN|NL","Without sequence","55.03","",""
"17/02/2015 08:00:00 - 17/02/2015 09:00:00","BZN|NL","Without sequence","55.55","",""
"17/02/2015 09:00:00 - 17/02/2015 10:00:00","BZN|NL","Without sequence","55.21","",""
"17/02/2015 10:00:00 - 17/02/2015 11:00:00","BZN|NL","Without sequence","55.49","",""
"17/02/2015 11:00:00 - 17/02/2015 12:00:00","BZN|NL","Without sequence","49.0","",""
"17/02/2015 12:00:00 - 17/02/2015 13:00:00","BZN|NL","Without sequence","43.55","",""
"17/02/2015 13:00:00 - 17/02/2015 14:00:00","BZN|NL","Without sequence","43.32","",""
"17/02/2015 14:00:00 - 17/02/2015 15:00:00","BZN|NL","Without sequence","43.51","",""
"17/02/2015 15:00:00 - 17/02/2015 16:00:00","BZN|NL","Without sequence","44.54","",""
"17/02/2015 16:00:00 - 17/02/2015 17:00:00","BZN|NL","Without sequence","44.92","",""
"17/02/2015 17:00:00 - 17/02/2015 18:00:00","BZN|NL","Without sequence","49.6","",""
"17/02/2015 18:00:00 - 17/02/2015 19:00:00","BZN|NL","Without sequence","62.51","",""
"17/02/2015 19:00:00 - 17/02/2015 20:00:00","BZN|NL","Without sequence","56.92","",""
"17/02/2015 20:00:00 - 17/02/2015 21:00:00","BZN|NL","Without sequence","49.94","",""
"17/02/2015 21:00:00 - 17/02/2015 22:00:00","BZN|NL","Without sequence","46.43","",""
"17/02/2015 22:00:00 - 17/02/2015 23:00:00","BZN|NL","Without sequence","47.44","",""
"17/02/2015 23:00:00 - 18/02/2015 00:00:00","BZN|NL","Without sequence","43.63","",""
"18/02/2015 00:00:00 - 18/02/2015 01:00:00","BZN|NL","Without sequence","40.46","",""
"18/02/2015 01:00:00 - 18/02/2015 02:00:00","BZN|NL","Without sequence","37.23","",""
"18/02/2015 02:00:00 - 18/02/2015 03:00:00","BZN|NL","Without sequence","36.07","",""
"18/02/2015 03:00:00 - 18/02/2015 04:00:00","BZN|NL","Without sequence","34.32","",""
"18/02/2015 04:00:00 - 18/02/2015 05:00:00","BZN|NL","Without sequence","34.95","",""
"18/02/2015 05:00:00 - 18/02/2015 06:00:00","BZN|NL","Without sequence","35.57","",""
"18/02/2015 06:00:00 - 18/02/2015 07:00:00","BZN|NL","Without sequence","47.91","",""
"18/02/2015 07:00:00 - 18/02/2015 08:00:00","BZN|NL","Without sequence","54.62","",""
"18/02/2015 08:00:00 - 18/02/2015 09:00:00","BZN|NL","Without sequence","57.8","",""
"18/02/2015 09:00:00 - 18/02/2015 10:00:00","BZN|NL","Without sequence","58.33","",""
"18/02/2015 10:00:00 - 18/02/2015 11:00:00","BZN|NL","Without sequence","54.2","",""
"18/02/2015 11:00:00 - 18/02/2015 12:00:00","BZN|NL","Without sequence","50.44","",""
"18/02/2015 12:00:00 - 18/02/2015 13:00:00","BZN|NL","Without sequence","47.0","",""
"18/02/2015 13:00:00 - 18/02/2015 14:00:00","BZN|NL","Without sequence","42.98","",""
"18/02/2015 14:00:00 - 18/02/2015 15:00:00","BZN|NL","Without sequence","42.92","",""
"18/02/2015 15:00:00 - 18/02/2015 16:00:00","BZN|NL","Without sequence","43.99","",""
"18/02/2015 16:00:00 - 18/02/2015 17:00:00","BZN|NL","Without sequence","44.71","",""
"18/02/2015 17:00:00 - 18/02/2015 18:00:00","BZN|NL","Without sequence","51.3","",""
"18/02/2015 18:00:00 - 18/02/2015 19:00:00","BZN|NL","Without sequence","58.85","",""
"18/02/2015 19:00:00 - 18/02/2015 20:00:00","BZN|NL","Without sequence","56.68","",""
"18/02/2015 20:00:00 - 18/02/2015 21:00:00","BZN|NL","Without sequence","48.0","",""
