"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"11/01/2015 10:00:00 - 11/01/2015 11:00:00","BZN|NL","Without sequence","28.83","",""
"11/01/2015 11:00:00 - 11/01/2015 12:00:00","BZN|NL","Without sequence","32.43","",""
"11/01/2015 12:00:00 - 11/01/2015 13:00:00","BZN|NL","Without sequence","31.8","",""
"11/01/2015 13:00:00 - 11/01/2015 14:00:00","BZN|NL","Without sequence","31.0","",""
"11/01/2015 14:00:00 - 11/01/2015 15:00:00","BZN|NL","Without sequence","31.0","",""
"11/01/2015 15:00:00 - 11/01/2015 16:00:00","BZN|NL","Without sequence","31.0","",""
"11/01/2015 16:00:00 - 11/01/2015 17:00:00","BZN|NL","Without sequence","30.0","",""
"11/01/2015 17:00:00 - 11/01/2015 18:00:00","BZN|NL","Without sequence","45.0","",""
"11/01/2015 18:00:00 - 11/01/2015 19:00:00","BZN|NL","Without sequence","50.0","",""
"11/01/2015 19:00:00 - 11/01/2015 20:00:00","BZN|NL","Without sequence","42.0","",""
"11/01/2015 20:00:00 - 11/01/2015 21:00:00","BZN|NL","Without sequence","36.08","",""
"11/01/2015 21:00:00 - 11/01/2015 22:00:00","BZN|NL","Without sequence","34.06","",""
"11/01/2015 22:00:00 - 11/01/2015 23:00:00","BZN|NL","Without sequence","33.0","",""
"11/01/2015 23:00:00 - 12/01/2015 00:00:00","BZN|NL","Without sequence","32.19","",""
"12/01/2015 00:00:00 - 12/01/2015 01:00:00","BZN|NL","Without sequence","27.59","",""
"12/01/2015 01:00:00 - 12/01/2015 02:00:00","BZN|NL","Without sequence","26.81","",""
"12/01/2015 02:00:00 - 12/01/2015 03:00:00","BZN|NL","Without sequence","25.75","",""
"12/01/2015 03:00:00 - 12/01/2015 04:00:00","BZN|NL","Without sequence","25.77","",""
"12/01/2015 04:00:00 - 12/01/2015 05:00:00","BZN|NL","Without sequence","19.91","",""
"12/01/2015 05:00:00 - 12/01/2015 06:00:00","BZN|NL","Without sequence","19.84","",""
"12/01/2015 06:00:00 - 12/01/2015 07:00:00","BZN|NL","Without sequence","33.98","",""
"12/01/2015 07:00:00 - 12/01/2015 08:00:00","BZN|NL","Without sequence","45.51","",""
"12/01/2015 08:00:00 - 12/01/2015 09:00:00","BZN|NL","Without sequence","45.54","",""
"12/01/2015 09:00:00 - 12/01/2015 10:00:00","BZN|NL","Without sequence","46.2","",""
"12/01/2015 10:00:00 - 12/01/2015 11:00:00","BZN|NL","Without sequence","45.0","",""
"12/01/2015 11:00:00 - 12/01/2015 12:00:00","BZN|NL","Without sequence","45.38","",""
"12/01/2015 12:00:00 - 12/01/2015 13:00:00","BZN|NL","Without sequence","42.49","",""
"12/01/2015 13:00:00 - 12/01/2015 14:00:00","BZN|NL","Without sequence","41.53","",""
"12/01/2015 14:00:00 - 12/01/2015 15:00:00","BZN|NL","Without sequence","39.0","",""
"12/01/2015 15:00:00 - 12/01/2015 16:00:00","BZN|NL","Without sequence","39.0","",""
"12/01/2015 16:00:00 - 12/01/2015 17:00:00","BZN|NL","Without sequence","39.94","",""
"12/01/2015 17:00:00 - 12/01/2015 18:00:00","BZN|NL","Without sequence","48.0","",""
"12/01/2015 18:00:00 - 12/01/2015 19:00:00","BZN|NL","Without sequence","47.89","",""
"12/01/2015 19:00:00 - 12/01/2015 20:00:00","BZN|NL","Without sequence","47.44","",""
"12/01/2015 20:00:00 - 12/01/2015 21:00:00","BZN|NL","Without sequence","41.89","",""
"12/01/2015 21:00:00 - 12/01/2015 22:00:00","BZN|NL","Without sequence","37.88","",""
"12/01/2015 22:00:00 - 12/01/2015 23:00:00","BZN|NL","Without sequence","37.44","",""
"12/01/2015 23:00:00 - 13/01/2015 00:00:00","BZN|NL","Without sequence","35.0","",""
"13/01/2015 00:00:00 - 13/01/2015 01:00:00","BZN|NL","Without sequence","33.04","",""
"13/01/2015 01:00:00 - 13/01/2015 02:00:00","BZN|NL","Without sequence","26.56","",""
"13/01/2015 02:00:00 - 13/01/2015 03:00:00","BZN|NL","Without sequence","26.29","",""
"13/01/2015 03:00:00 - 13/01/2015 04:00:00","BZN|NL","Without sequence","25.04","",""
"13/01/2015 04:00:00 - 13/01/2015 05:00:00","BZN|NL","Without sequence","24.99","",""
"13/01/2015 05:00:00 - 13/01/2015 06:00:00","BZN|NL","Without sequence","25.39","",""
"13/01/2015 06:00:00 - 13/01/2015 07:00:00","BZN|NL","Without sequence","33.78","",""
"13/01/2015 07:00:00 - 13/01/2015 08:00:00","BZN|NL","Without sequence","44.94","",""
"13/01/2015 08:00:00 - 13/01/2015 09:00:00","BZN|NL","Without sequence","49.04","",""
"13/01/2015 09:00:00 - 13/01/2015 10:00:00","BZN|NL","Without sequence","49.64","",""
"13/01/2015 10:00:00 - 13/01/2015 11:00:00","BZN|NL","Without sequence","55.95","",""
"13/01/2015 11:00:00 - 13/01/2015 12:00:00","BZN|NL","Without sequence","60.01","",""
"13/01/2015 12:00:00 - 13/01/2015 13:00:00","BZN|NL","Without sequence","46.04","",""
"13/01/2015 13:00:00 - 13/01/2015 14:00:00","BZN|NL","Without sequence","49.74","",""
"13/01/2015 14:00:00 - 13/01/2015 15:00:00","BZN|NL","Without sequence","44.89","",""
"13/01/2015 15:00:00 - 13/01/2015 16:00:00","BZN|NL","Without sequence","47.93","",""
"13/01/2015 16:00:00 - 13/01/2015 17:00:00","BZN|NL","Without sequence","46.98","",""
"13/01/2015 17:00:00 - 13/01/2015 18:00:00","BZN|NL","Without sequence","54.94","",""
"13/01/2015 18:00:00 - 13/01/2015 19:00:00","BZN|NL","Without sequence","49.22","",""
"13/01/2015 19:00:00 - 13/01/2015 20:00:00","BZN|NL","Without sequence","44.6","",""
"13/01/2015 20:00:00 - 13/01/2015 21:00:00","BZN|NL","Without sequence","42.44","",""
"13/01/2015 21:00:00 - 13/01/2015 22:00:00","BZN|NL","Without sequence","34.06","",""
"13/01/2015 22:00:00 - 13/01/2015 23:00:00","BZN|NL","Without sequence","33.97","",""
"13/01/2015 23:00:00 - 14/01/2015 00:00:00","BZN|NL","Without sequence","31.39","",""
"14/01/2015 00:00:00 - 14/01/2015 01:00:00","BZN|NL","Without sequence","34.58","",""
"14/01/2015 01:00:00 - 14/01/2015 02:00:00","BZN|NL","Without sequence","29.67","",""
"14/01/2015 02:00:00 - 14/01/2015 03:00:00","BZN|NL","Without sequence","27.49","",""
"14/01/2015 03:00:00 - 14/01/2015 04:00:00","BZN|NL","Without sequence","26.13","",""
"14/01/2015 04:00:00 - 14/01/2015 05:00:00","BZN|NL","Without sequence","25.98","",""
"14/01/2015 05:00:00 - 14/01/2015 06:00:00","BZN|NL","Without sequence","28.45","",""
"14/01/2015 06:00:00 - 14/01/2015 07:00:00","BZN|NL","Without sequence","34.78","",""
"14/01/2015 07:00:00 - 14/01/2015 08:00:00","BZN|NL","Without sequence","48.0","",""
"14/01/2015 08:00:00 - 14/01/2015 09:00:00","BZN|NL","Without sequence","47.79","",""
"14/01/2015 09:00:00 - 14/01/2015 10:00:00","BZN|NL","Without sequence","48.14","",""
"14/01/2015 10:00:00 - 14/01/2015 11:00:00","BZN|NL","Without sequence","45.5","",""
"14/01/2015 11:00:00 - 14/01/2015 12:00:00","BZN|NL","Without sequence","45.03","",""
"14/01/2015 12:00:00 - 14/01/2015 13:00:00","BZN|NL","Without sequence","45.5","",""
"14/01/2015 13:00:00 - 14/01/2015 14:00:00","BZN|NL","Without sequence","40.81","",""
"14/01/2015 14:00:00 - 14/01/2015 15:00:00","BZN|NL","Without sequence","42.04","",""
"14/01/2015 15:00:00 - 14/01/2015 16:00:00","BZN|NL","Without sequence","38.94","",""
"14/01/2015 16:00:00 - 14/01/2015 17:00:00","BZN|NL","Without sequence","41.15","",""
"14/01/2015 17:00:00 - 14/01/2015 18:00:00","BZN|NL","Without sequence","50.0","",""
"14/01/2015 18:00:00 - 14/01/2015 19:00:00","BZN|NL","Without sequence","50.99","",""
"14/01/2015 19:00:00 - 14/01/2015 20:00:00","BZN|NL","Without sequence","44.0","",""
"14/01/2015 20:00:00 - 14/01/2015 21:00:00","BZN|NL","Without sequence","44.99","",""
"14/01/2015 21:00:00 - 14/01/2015 22:00:00","BZN|NL","Without sequence","38.62","",""
"14/01/2015 22:00:00 - 14/01/2015 23:00:00","BZN|NL","Without sequence","39.54","",""
"14/01/2015 23:00:00 - 15/01/2015 00:00:00","BZN|NL","Without sequence","38.92","",""
"15/01/2015 00:00:00 - 15/01/2015 01:00:00","BZN|NL","Without sequence","30.44","",""
"15/01/2015 01:00:00 - 15/01/2015 02:00:00","BZN|NL","Without sequence","24.91","",""
"15/01/2015 02:00:00 - 15/01/2015 03:00:00","BZN|NL","Without sequence","25.49","",""
"15/01/2015 03:00:00 - 15/01/2015 04:00:00","BZN|NL","Without sequence","25.43","",""
"15/01/2015 04:00:00 - 15/01/2015 05:00:00","BZN|NL","Without sequence","25.47","",""
"15/01/2015 05:00:00 - 15/01/2015 06:00:00","BZN|NL","Without sequence","19.07","",""
"15/01/2015 06:00:00 - 15/01/2015 07:00:00","BZN|NL","Without sequence","32.33","",""
"15/01/2015 07:00:00 - 15/01/2015 08:00:00","BZN|NL","Without sequence","50.66","",""
"15/01/2015 08:00:00 - 15/01/2015 09:00:00","BZN|NL","Without sequence","49.01","",""
"15/01/2015 09:00:00 - 15/01/2015 10:00:00","BZN|NL","Without sequence","51.64","",""
"15/01/2015 10:00:00 - 15/01/2015 11:00:00","BZN|NL","Without sequence","51.1","",""
"15/01/2015 11:00:00 - 15/01/2015 12:00:00","BZN|NL","Without sequence","55.96","",""
"15/01/2015 12:00:00 - 15/01/2015 13:00:00","BZN|NL","Without sequence","51.68","",""
"15/01/2015 13:00:00 - 15/01/2015 14:00:00","BZN|NL","Without sequence","55.28","",""
"15/01/2015 14:00:00 - 15/01/2015 15:00:00","BZN|NL","Without sequence","55.12","",""
"15/01/2015 15:00:00 - 15/01/2015 16:00:00","BZN|NL","Without sequence","52.67","",""
"15/01/2015 16:00:00 - 15/01/2015 17:00:00","BZN|NL","Without sequence","44.94","",""
"15/01/2015 17:00:00 - 15/01/2015 18:00:00","BZN|NL","Without sequence","66.1","",""
"15/01/2015 18:00:00 - 15/01/2015 19:00:00","BZN|NL","Without sequence","50.45","",""
"15/01/2015 19:00:00 - 15/01/2015 20:00:00","BZN|NL","Without sequence","49.47","",""
"15/01/2015 20:00:00 - 15/01/2015 21:00:00","BZN|NL","Without sequence","42.98","",""
"15/01/2015 21:00:00 - 15/01/2015 22:00:00","BZN|NL","Without sequence","38.0","",""
"15/01/2015 22:00:00 - 15/01/2015 23:00:00","BZN|NL","Without sequence","35.65","",""
"15/01/2015 23:00:00 - 16/01/2015 00:00:00","BZN|NL","Without sequence","34.75","",""
"16/01/2015 00:00:00 - 16/01/2015 01:00:00","BZN|NL","Without sequence","35.95","",""
"16/01/2015 01:00:00 - 16/01/2015 02:00:00","BZN|NL","Without sequence","30.86","",""
"16/01/2015 02:00:00 - 16/01/2015 03:00:00","BZN|NL","Without sequence","29.47","",""
"16/01/2015 03:00:00 - 16/01/2015 04:00:00","BZN|NL","Without sequence","24.8","",""
"16/01/2015 04:00:00 - 16/01/2015 05:00:00","BZN|NL","Without sequence","25.4","",""
"16/01/2015 05:00:00 - 16/01/2015 06:00:00","BZN|NL","Without sequence","29.58","",""
"16/01/2015 06:00:00 - 16/01/2015 07:00:00","BZN|NL","Without sequence","39.73","",""
"16/01/2015 07:00:00 - 16/01/2015 08:00:00","BZN|NL","Without sequence","49.49","",""
"16/01/2015 08:00:00 - 16/01/2015 09:00:00","BZN|NL","Without sequence","50.71","",""
"16/01/2015 09:00:00 - 16/01/2015 10:00:00","BZN|NL","Without sequence","48.98","",""
"16/01/2015 10:00:00 - 16/01/2015 11:00:00","BZN|NL","Without sequence","50.54","",""
"16/01/2015 11:00:00 - 16/01/2015 12:00:00","BZN|NL","Without sequence","49.76","",""
"16/01/2015 12:00:00 - 16/01/2015 13:00:00","BZN|NL","Without sequence","48.43","",""
"16/01/2015 13:00:00 - 16/01/2015 14:00:00","BZN|NL","Without sequence","46.17","",""
"16/01/2015 14:00:00 - 16/01/2015 15:00:00","BZN|NL","Without sequence","44.99","",""
"16/01/2015 15:00:00 - 16/01/2015 16:00:00","BZN|NL","Without sequence","44.05","",""
"16/01/2015 16:00:00 - 16/01/2015 17:00:00","BZN|NL","Without sequence","47.1","",""
"16/01/2015 17:00:00 - 16/01/2015 18:00:00","BZN|NL","Without sequence","52.49","",""
